invoice_id,order_id,customer_id,invoice_number,invoice_date,due_date,paid_date,amount_due,tax_amount,discount_amount,late_fee_charged,amount_paid,payment_status,payment_method,credit_terms,billing_currency,fiscal_year,fiscal_period,internal_gl_code,billing_address_id,is_disputed
INV-0983948-7285,ORD-0983948-B2B3,CUST-225361-C9BA,INV-2026-983948,2024-08-29 23:49:35,2024-09-28 23:49:35,2024-09-08 23:49:35,1039.84,83.19,0.00,0.00,1123.03,Paid,ACH,Net 30,USD,2024,08,GL-REV-983948,ADDR-983948,FALSE
INV-0983949-B059,ORD-0983949-EDDB,CUST-059847-E2F5,INV-2026-983949,2024-09-23 09:02:08,2024-10-23 09:02:08,,915.39,73.23,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,09,GL-REV-983949,ADDR-983949,FALSE
INV-0983950-5846,ORD-0983950-4277,CUST-064709-D7B0,INV-2026-983950,2025-05-29 16:59:09,2025-06-28 16:59:09,2025-06-08 16:59:09,828.85,66.31,0.00,0.00,895.16,Paid,ACH,Net 30,USD,2025,05,GL-REV-983950,ADDR-983950,FALSE
INV-0983951-4F29,ORD-0983951-EEDA,CUST-265688-9845,INV-2026-983951,2025-06-05 11:39:12,2025-07-05 11:39:12,,519.46,41.56,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-983951,ADDR-983951,FALSE
INV-0983952-E48E,ORD-0983952-0EB0,CUST-307161-DBE2,INV-2026-983952,2025-10-07 13:12:09,2025-11-06 13:12:09,2025-10-17 13:12:09,910.01,72.8,0.00,0.00,982.81,Paid,ACH,Net 30,USD,2025,10,GL-REV-983952,ADDR-983952,FALSE
INV-0983953-7C8D,ORD-0983953-9BDA,CUST-003440-7DE3,INV-2026-983953,2025-02-17 18:10:24,2025-03-19 18:10:24,2025-02-27 18:10:24,1205.96,96.48,0.00,0.00,1302.44,Paid,ACH,Net 30,USD,2025,02,GL-REV-983953,ADDR-983953,FALSE
INV-0983954-E165,ORD-0983954-3A3B,CUST-059528-1DCB,INV-2026-983954,2025-07-23 13:43:27,2025-08-22 13:43:27,,440.69,35.26,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-983954,ADDR-983954,FALSE
INV-0983955-A1E6,ORD-0983955-ACB5,CUST-108194-90D8,INV-2026-983955,2024-07-25 20:54:54,2024-08-24 20:54:54,2024-08-04 20:54:54,659.66,52.77,0.00,0.00,712.43,Paid,ACH,Net 30,USD,2024,07,GL-REV-983955,ADDR-983955,FALSE
INV-0983956-2467,ORD-0983956-12BA,CUST-364268-9113,INV-2026-983956,2026-01-07 01:40:17,2026-02-06 01:40:17,2026-01-17 01:40:17,1321.16,105.69,0.00,0.00,1426.85,Paid,ACH,Net 30,USD,2026,01,GL-REV-983956,ADDR-983956,FALSE
INV-0983957-8AC2,ORD-0983957-E53E,CUST-490892-4E07,INV-2026-983957,2024-10-14 13:17:06,2024-11-13 13:17:06,2024-10-24 13:17:06,77.34,6.19,0.00,0.00,83.53,Paid,ACH,Net 30,USD,2024,10,GL-REV-983957,ADDR-983957,FALSE
INV-0983958-024E,ORD-0983958-8FFF,CUST-073328-3085,INV-2026-983958,2024-08-11 19:20:07,2024-09-10 19:20:07,,288.43,23.07,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-983958,ADDR-983958,FALSE
INV-0983959-3D1B,ORD-0983959-26F8,CUST-083730-BC61,INV-2026-983959,2026-05-02 09:42:42,2026-06-01 09:42:42,,871.28,69.7,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,05,GL-REV-983959,ADDR-983959,FALSE
INV-0983960-4EA2,ORD-0983960-E681,CUST-373123-5D6F,INV-2026-983960,2024-10-06 08:06:01,2024-11-05 08:06:01,,1247.03,99.76,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-983960,ADDR-983960,FALSE
INV-0983961-B839,ORD-0983961-E23E,CUST-087665-EAC0,INV-2026-983961,2025-12-12 21:47:12,2026-01-11 21:47:12,,724.17,57.93,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,12,GL-REV-983961,ADDR-983961,FALSE
INV-0983962-160E,ORD-0983962-C32E,CUST-440882-96AC,INV-2026-983962,2025-07-25 14:09:45,2025-08-24 14:09:45,2025-08-04 14:09:45,315.24,25.22,0.00,0.00,340.46,Paid,ACH,Net 30,USD,2025,07,GL-REV-983962,ADDR-983962,FALSE
INV-0983963-8D74,ORD-0983963-E9D2,CUST-252313-13ED,INV-2026-983963,2025-02-13 03:54:39,2025-03-15 03:54:39,2025-02-23 03:54:39,1334.34,106.75,0.00,0.00,1441.09,Paid,ACH,Net 30,USD,2025,02,GL-REV-983963,ADDR-983963,FALSE
INV-0983964-0D27,ORD-0983964-D1EC,CUST-479730-3260,INV-2026-983964,2024-09-18 13:08:06,2024-10-18 13:08:06,2024-09-28 13:08:06,1494.98,119.6,0.00,0.00,1614.58,Paid,ACH,Net 30,USD,2024,09,GL-REV-983964,ADDR-983964,FALSE
INV-0983965-5C4F,ORD-0983965-61CB,CUST-121115-BEF4,INV-2026-983965,2025-08-27 13:18:34,2025-09-26 13:18:34,,148.68,11.89,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,08,GL-REV-983965,ADDR-983965,FALSE
INV-0983966-C0BD,ORD-0983966-154B,CUST-110764-9779,INV-2026-983966,2026-01-12 04:23:05,2026-02-11 04:23:05,2026-01-22 04:23:05,1325.96,106.08,0.00,0.00,1432.04,Paid,ACH,Net 30,USD,2026,01,GL-REV-983966,ADDR-983966,FALSE
INV-0983967-C278,ORD-0983967-5490,CUST-379398-D553,INV-2026-983967,2025-10-23 15:20:13,2025-11-22 15:20:13,,719.56,57.56,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-983967,ADDR-983967,FALSE
INV-0983968-F19F,ORD-0983968-94C3,CUST-153866-E0A1,INV-2026-983968,2026-01-09 04:52:46,2026-02-08 04:52:46,2026-01-19 04:52:46,773.56,61.88,0.00,0.00,835.44,Paid,ACH,Net 30,USD,2026,01,GL-REV-983968,ADDR-983968,FALSE
INV-0983969-6A22,ORD-0983969-184D,CUST-058297-182A,INV-2026-983969,2026-02-01 16:41:17,2026-03-03 16:41:17,2026-02-11 16:41:17,1317.9,105.43,0.00,0.00,1423.33,Paid,ACH,Net 30,USD,2026,02,GL-REV-983969,ADDR-983969,FALSE
INV-0983970-3356,ORD-0983970-2D5E,CUST-290110-3567,INV-2026-983970,2025-12-04 15:33:46,2026-01-03 15:33:46,,1417.69,113.42,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,12,GL-REV-983970,ADDR-983970,FALSE
INV-0983971-92A5,ORD-0983971-30B4,CUST-239988-BFF0,INV-2026-983971,2026-05-15 14:27:39,2026-06-14 14:27:39,2026-05-25 14:27:39,962.72,77.02,0.00,0.00,1039.74,Paid,ACH,Net 30,USD,2026,05,GL-REV-983971,ADDR-983971,FALSE
INV-0983972-D8F5,ORD-0983972-2181,CUST-177485-8976,INV-2026-983972,2025-02-17 01:51:29,2025-03-19 01:51:29,2025-02-27 01:51:29,162.24,12.98,0.00,0.00,175.22,Paid,ACH,Net 30,USD,2025,02,GL-REV-983972,ADDR-983972,FALSE
INV-0983973-A129,ORD-0983973-A3E1,CUST-396498-094C,INV-2026-983973,2025-08-03 21:22:39,2025-09-02 21:22:39,2025-08-13 21:22:39,327.49,26.2,0.00,0.00,353.69,Paid,ACH,Net 30,USD,2025,08,GL-REV-983973,ADDR-983973,FALSE
INV-0983974-34EF,ORD-0983974-B376,CUST-320456-66F8,INV-2026-983974,2025-10-30 23:08:26,2025-11-29 23:08:26,2025-11-09 23:08:26,1259.38,100.75,0.00,0.00,1360.13,Paid,ACH,Net 30,USD,2025,10,GL-REV-983974,ADDR-983974,FALSE
INV-0983975-3082,ORD-0983975-77B2,CUST-072740-B0E5,INV-2026-983975,2024-12-18 14:30:28,2025-01-17 14:30:28,2024-12-28 14:30:28,826.88,66.15,0.00,0.00,893.03,Paid,ACH,Net 30,USD,2024,12,GL-REV-983975,ADDR-983975,FALSE
INV-0983976-76A1,ORD-0983976-AA54,CUST-074949-43E0,INV-2026-983976,2025-07-04 23:25:24,2025-08-03 23:25:24,,1124.74,89.98,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-983976,ADDR-983976,FALSE
INV-0983977-6067,ORD-0983977-99CE,CUST-320305-6002,INV-2026-983977,2026-01-29 04:06:45,2026-02-28 04:06:45,2026-02-08 04:06:45,990.15,79.21,0.00,0.00,1069.36,Paid,ACH,Net 30,USD,2026,01,GL-REV-983977,ADDR-983977,FALSE
INV-0983978-A4E8,ORD-0983978-1B6F,CUST-382367-3713,INV-2026-983978,2024-10-12 18:31:33,2024-11-11 18:31:33,2024-10-22 18:31:33,735.5,58.84,0.00,0.00,794.34,Paid,ACH,Net 30,USD,2024,10,GL-REV-983978,ADDR-983978,FALSE
INV-0983979-121B,ORD-0983979-8762,CUST-288121-3938,INV-2026-983979,2026-02-10 01:26:25,2026-03-12 01:26:25,,278.64,22.29,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-983979,ADDR-983979,FALSE
INV-0983980-8708,ORD-0983980-E46D,CUST-374689-5CC1,INV-2026-983980,2026-06-22 12:33:50,2026-07-22 12:33:50,2026-07-02 12:33:50,128.05,10.24,0.00,0.00,138.29,Paid,ACH,Net 30,USD,2026,06,GL-REV-983980,ADDR-983980,FALSE
INV-0983981-705C,ORD-0983981-3631,CUST-194303-0A4E,INV-2026-983981,2026-06-01 06:49:25,2026-07-01 06:49:25,2026-06-11 06:49:25,638.04,51.04,0.00,0.00,689.08,Paid,ACH,Net 30,USD,2026,06,GL-REV-983981,ADDR-983981,FALSE
INV-0983982-5AE2,ORD-0983982-167B,CUST-150257-DB1F,INV-2026-983982,2025-04-30 05:27:18,2025-05-30 05:27:18,2025-05-10 05:27:18,144.44,11.56,0.00,0.00,156.0,Paid,ACH,Net 30,USD,2025,04,GL-REV-983982,ADDR-983982,FALSE
INV-0983983-3412,ORD-0983983-E02B,CUST-290925-73C7,INV-2026-983983,2025-03-28 14:05:36,2025-04-27 14:05:36,,528.61,42.29,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-983983,ADDR-983983,FALSE
INV-0983984-4130,ORD-0983984-5B8F,CUST-434959-E6F8,INV-2026-983984,2025-07-26 21:53:38,2025-08-25 21:53:38,,915.31,73.22,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-983984,ADDR-983984,FALSE
INV-0983985-D919,ORD-0983985-7B71,CUST-220620-D41E,INV-2026-983985,2026-06-01 05:33:35,2026-07-01 05:33:35,2026-06-11 05:33:35,580.1,46.41,0.00,0.00,626.51,Paid,ACH,Net 30,USD,2026,06,GL-REV-983985,ADDR-983985,FALSE
INV-0983986-D8A8,ORD-0983986-6795,CUST-394727-61D9,INV-2026-983986,2026-05-08 23:24:48,2026-06-07 23:24:48,2026-05-18 23:24:48,1153.21,92.26,0.00,0.00,1245.47,Paid,ACH,Net 30,USD,2026,05,GL-REV-983986,ADDR-983986,FALSE
INV-0983987-9FDB,ORD-0983987-90D1,CUST-234520-FEFE,INV-2026-983987,2026-05-01 22:29:51,2026-05-31 22:29:51,,608.16,48.65,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,05,GL-REV-983987,ADDR-983987,FALSE
INV-0983988-52CA,ORD-0983988-27BA,CUST-466395-0B70,INV-2026-983988,2024-11-18 03:22:49,2024-12-18 03:22:49,2024-11-28 03:22:49,1037.55,83.0,0.00,0.00,1120.55,Paid,ACH,Net 30,USD,2024,11,GL-REV-983988,ADDR-983988,FALSE
INV-0983989-A3E4,ORD-0983989-30F5,CUST-177754-15D9,INV-2026-983989,2025-06-05 15:26:40,2025-07-05 15:26:40,2025-06-15 15:26:40,684.9,54.79,0.00,0.00,739.69,Paid,ACH,Net 30,USD,2025,06,GL-REV-983989,ADDR-983989,FALSE
INV-0983990-B35A,ORD-0983990-92F0,CUST-329909-2437,INV-2026-983990,2026-06-01 12:01:19,2026-07-01 12:01:19,2026-06-11 12:01:19,1153.01,92.24,0.00,0.00,1245.25,Paid,ACH,Net 30,USD,2026,06,GL-REV-983990,ADDR-983990,FALSE
INV-0983991-7855,ORD-0983991-58D7,CUST-497063-6475,INV-2026-983991,2025-03-09 08:06:25,2025-04-08 08:06:25,,558.25,44.66,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-983991,ADDR-983991,FALSE
INV-0983992-594C,ORD-0983992-8115,CUST-251219-FC64,INV-2026-983992,2026-06-11 01:02:10,2026-07-11 01:02:10,2026-06-21 01:02:10,1191.34,95.31,0.00,0.00,1286.65,Paid,ACH,Net 30,USD,2026,06,GL-REV-983992,ADDR-983992,FALSE
INV-0983993-C0DA,ORD-0983993-223B,CUST-165907-E2C3,INV-2026-983993,2026-04-11 07:44:43,2026-05-11 07:44:43,,1090.61,87.25,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,04,GL-REV-983993,ADDR-983993,FALSE
INV-0983994-3D7C,ORD-0983994-DB18,CUST-022824-DEF7,INV-2026-983994,2025-09-11 15:14:01,2025-10-11 15:14:01,2025-09-21 15:14:01,445.69,35.66,0.00,0.00,481.35,Paid,ACH,Net 30,USD,2025,09,GL-REV-983994,ADDR-983994,FALSE
INV-0983995-2D92,ORD-0983995-5478,CUST-331168-B0D8,INV-2026-983995,2025-05-07 05:45:01,2025-06-06 05:45:01,,672.07,53.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-983995,ADDR-983995,FALSE
INV-0983996-B5D2,ORD-0983996-85BD,CUST-201216-E641,INV-2026-983996,2025-07-29 22:07:55,2025-08-28 22:07:55,,1297.17,103.77,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,07,GL-REV-983996,ADDR-983996,FALSE
INV-0983997-F03E,ORD-0983997-30A4,CUST-054120-0A4A,INV-2026-983997,2025-06-14 07:49:37,2025-07-14 07:49:37,,1014.34,81.15,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-983997,ADDR-983997,FALSE
INV-0983998-8F8B,ORD-0983998-5A02,CUST-473910-CFCA,INV-2026-983998,2024-07-02 13:48:12,2024-08-01 13:48:12,,295.76,23.66,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-983998,ADDR-983998,FALSE
INV-0983999-9D6D,ORD-0983999-4577,CUST-360612-548F,INV-2026-983999,2025-11-19 22:55:51,2025-12-19 22:55:51,,691.56,55.32,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,11,GL-REV-983999,ADDR-983999,FALSE
INV-0984000-1B3E,ORD-0984000-C6F7,CUST-465004-213E,INV-2026-984000,2025-06-15 12:25:40,2025-07-15 12:25:40,,330.01,26.4,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,06,GL-REV-984000,ADDR-984000,FALSE
INV-0984001-93BB,ORD-0984001-7C9D,CUST-301513-D285,INV-2026-984001,2024-08-23 09:37:23,2024-09-22 09:37:23,,1308.52,104.68,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-984001,ADDR-984001,FALSE
INV-0984002-0259,ORD-0984002-55AB,CUST-265778-6D0B,INV-2026-984002,2026-01-05 10:11:35,2026-02-04 10:11:35,2026-01-15 10:11:35,1289.82,103.19,0.00,0.00,1393.01,Paid,ACH,Net 30,USD,2026,01,GL-REV-984002,ADDR-984002,FALSE
INV-0984003-1BD6,ORD-0984003-3834,CUST-328146-E96A,INV-2026-984003,2024-08-28 02:31:22,2024-09-27 02:31:22,,857.17,68.57,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,08,GL-REV-984003,ADDR-984003,FALSE
INV-0984004-A8F6,ORD-0984004-E053,CUST-442261-F7A2,INV-2026-984004,2025-02-07 05:41:57,2025-03-09 05:41:57,2025-02-17 05:41:57,1138.03,91.04,0.00,0.00,1229.07,Paid,ACH,Net 30,USD,2025,02,GL-REV-984004,ADDR-984004,FALSE
INV-0984005-11F0,ORD-0984005-2396,CUST-282905-EC23,INV-2026-984005,2025-12-05 03:27:07,2026-01-04 03:27:07,,1324.88,105.99,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,12,GL-REV-984005,ADDR-984005,FALSE
INV-0984006-96FF,ORD-0984006-ADB3,CUST-409070-CE8A,INV-2026-984006,2025-05-29 00:46:11,2025-06-28 00:46:11,,131.35,10.51,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-984006,ADDR-984006,FALSE
INV-0984007-D49B,ORD-0984007-E473,CUST-370350-84FF,INV-2026-984007,2025-03-17 15:13:11,2025-04-16 15:13:11,,1058.94,84.72,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-984007,ADDR-984007,FALSE
INV-0984008-4F64,ORD-0984008-1D6B,CUST-146559-EE73,INV-2026-984008,2025-12-24 06:26:03,2026-01-23 06:26:03,2026-01-03 06:26:03,795.07,63.61,0.00,0.00,858.68,Paid,ACH,Net 30,USD,2025,12,GL-REV-984008,ADDR-984008,FALSE
INV-0984009-1B7C,ORD-0984009-042D,CUST-447601-19E3,INV-2026-984009,2025-12-11 21:09:21,2026-01-10 21:09:21,,666.52,53.32,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,12,GL-REV-984009,ADDR-984009,FALSE
INV-0984010-4596,ORD-0984010-8432,CUST-416952-D78D,INV-2026-984010,2026-03-02 05:49:47,2026-04-01 05:49:47,,1268.94,101.52,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,03,GL-REV-984010,ADDR-984010,FALSE
INV-0984011-CE54,ORD-0984011-ADA6,CUST-020168-9128,INV-2026-984011,2025-05-27 23:54:41,2025-06-26 23:54:41,2025-06-06 23:54:41,136.6,10.93,0.00,0.00,147.53,Paid,ACH,Net 30,USD,2025,05,GL-REV-984011,ADDR-984011,FALSE
INV-0984012-A1DA,ORD-0984012-086F,CUST-255702-35B3,INV-2026-984012,2025-09-25 19:08:35,2025-10-25 19:08:35,,75.94,6.08,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-984012,ADDR-984012,FALSE
INV-0984013-DAE9,ORD-0984013-4A3E,CUST-161457-414F,INV-2026-984013,2026-05-09 03:50:42,2026-06-08 03:50:42,2026-05-19 03:50:42,1335.27,106.82,0.00,0.00,1442.09,Paid,ACH,Net 30,USD,2026,05,GL-REV-984013,ADDR-984013,FALSE
INV-0984014-9D90,ORD-0984014-DB86,CUST-295472-7F5A,INV-2026-984014,2025-11-16 13:15:43,2025-12-16 13:15:43,2025-11-26 13:15:43,798.27,63.86,0.00,0.00,862.13,Paid,ACH,Net 30,USD,2025,11,GL-REV-984014,ADDR-984014,FALSE
INV-0984015-D1B4,ORD-0984015-CCD4,CUST-411202-D91A,INV-2026-984015,2025-03-23 21:51:27,2025-04-22 21:51:27,2025-04-02 21:51:27,592.11,47.37,0.00,0.00,639.48,Paid,ACH,Net 30,USD,2025,03,GL-REV-984015,ADDR-984015,FALSE
INV-0984016-DAD8,ORD-0984016-69A9,CUST-209952-5444,INV-2026-984016,2026-05-14 13:19:22,2026-06-13 13:19:22,2026-05-24 13:19:22,354.35,28.35,0.00,0.00,382.7,Paid,ACH,Net 30,USD,2026,05,GL-REV-984016,ADDR-984016,FALSE
INV-0984017-EF63,ORD-0984017-C327,CUST-210330-BE13,INV-2026-984017,2024-07-14 22:11:39,2024-08-13 22:11:39,,89.98,7.2,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-984017,ADDR-984017,FALSE
INV-0984018-E64A,ORD-0984018-ED64,CUST-432206-6D12,INV-2026-984018,2026-06-01 08:06:58,2026-07-01 08:06:58,2026-06-11 08:06:58,180.66,14.45,0.00,0.00,195.11,Paid,ACH,Net 30,USD,2026,06,GL-REV-984018,ADDR-984018,FALSE
INV-0984019-9693,ORD-0984019-A967,CUST-444725-F498,INV-2026-984019,2026-02-20 00:56:56,2026-03-22 00:56:56,,1170.22,93.62,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-984019,ADDR-984019,FALSE
INV-0984020-457D,ORD-0984020-D83C,CUST-234242-0353,INV-2026-984020,2024-08-07 11:39:01,2024-09-06 11:39:01,2024-08-17 11:39:01,995.4,79.63,0.00,0.00,1075.03,Paid,ACH,Net 30,USD,2024,08,GL-REV-984020,ADDR-984020,FALSE
INV-0984021-72B6,ORD-0984021-D422,CUST-318048-6C98,INV-2026-984021,2025-02-20 02:21:05,2025-03-22 02:21:05,2025-03-02 02:21:05,302.6,24.21,0.00,0.00,326.81,Paid,ACH,Net 30,USD,2025,02,GL-REV-984021,ADDR-984021,FALSE
INV-0984022-D5AC,ORD-0984022-6BB4,CUST-139828-4EF8,INV-2026-984022,2025-12-07 02:32:13,2026-01-06 02:32:13,2025-12-17 02:32:13,406.06,32.48,0.00,0.00,438.54,Paid,ACH,Net 30,USD,2025,12,GL-REV-984022,ADDR-984022,FALSE
INV-0984023-D402,ORD-0984023-5392,CUST-417093-25C3,INV-2026-984023,2024-12-16 14:59:44,2025-01-15 14:59:44,,1477.39,118.19,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-984023,ADDR-984023,FALSE
INV-0984024-06CA,ORD-0984024-096F,CUST-132920-0915,INV-2026-984024,2025-04-20 19:59:43,2025-05-20 19:59:43,2025-04-30 19:59:43,716.3,57.3,0.00,0.00,773.6,Paid,ACH,Net 30,USD,2025,04,GL-REV-984024,ADDR-984024,FALSE
INV-0984025-9469,ORD-0984025-55D0,CUST-133867-D0ED,INV-2026-984025,2025-01-26 15:47:34,2025-02-25 15:47:34,2025-02-05 15:47:34,723.77,57.9,0.00,0.00,781.67,Paid,ACH,Net 30,USD,2025,01,GL-REV-984025,ADDR-984025,FALSE
INV-0984026-95EF,ORD-0984026-6997,CUST-426284-294D,INV-2026-984026,2025-10-06 11:37:53,2025-11-05 11:37:53,,554.78,44.38,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-984026,ADDR-984026,FALSE
INV-0984027-906F,ORD-0984027-1926,CUST-482959-F1E5,INV-2026-984027,2026-05-25 06:08:15,2026-06-24 06:08:15,2026-06-04 06:08:15,372.86,29.83,0.00,0.00,402.69,Paid,ACH,Net 30,USD,2026,05,GL-REV-984027,ADDR-984027,FALSE
INV-0984028-CA2D,ORD-0984028-313F,CUST-012671-A7BA,INV-2026-984028,2024-08-30 13:58:36,2024-09-29 13:58:36,2024-09-09 13:58:36,664.49,53.16,0.00,0.00,717.65,Paid,ACH,Net 30,USD,2024,08,GL-REV-984028,ADDR-984028,FALSE
INV-0984029-CC0B,ORD-0984029-A9D8,CUST-012146-8D74,INV-2026-984029,2025-01-19 23:43:30,2025-02-18 23:43:30,,1456.99,116.56,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-984029,ADDR-984029,FALSE
INV-0984030-0947,ORD-0984030-1B4C,CUST-044233-D13D,INV-2026-984030,2024-08-13 02:48:06,2024-09-12 02:48:06,2024-08-23 02:48:06,516.33,41.31,0.00,0.00,557.64,Paid,ACH,Net 30,USD,2024,08,GL-REV-984030,ADDR-984030,FALSE
INV-0984031-AAE7,ORD-0984031-4966,CUST-200354-0871,INV-2026-984031,2026-02-24 22:18:30,2026-03-26 22:18:30,,160.64,12.85,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,02,GL-REV-984031,ADDR-984031,FALSE
INV-0984032-BC61,ORD-0984032-E930,CUST-268139-D274,INV-2026-984032,2024-09-20 23:22:32,2024-10-20 23:22:32,2024-09-30 23:22:32,845.13,67.61,0.00,0.00,912.74,Paid,ACH,Net 30,USD,2024,09,GL-REV-984032,ADDR-984032,FALSE
INV-0984033-7C43,ORD-0984033-3819,CUST-064305-32DA,INV-2026-984033,2024-12-02 07:33:06,2025-01-01 07:33:06,,973.13,77.85,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,12,GL-REV-984033,ADDR-984033,FALSE
INV-0984034-FA28,ORD-0984034-66EE,CUST-310511-2B8E,INV-2026-984034,2025-03-14 06:19:29,2025-04-13 06:19:29,,821.92,65.75,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,03,GL-REV-984034,ADDR-984034,FALSE
INV-0984035-9455,ORD-0984035-FCE9,CUST-182473-AFFB,INV-2026-984035,2024-07-23 21:40:28,2024-08-22 21:40:28,,1001.16,80.09,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,07,GL-REV-984035,ADDR-984035,FALSE
INV-0984036-2B51,ORD-0984036-5159,CUST-066505-AB6C,INV-2026-984036,2025-02-06 16:50:44,2025-03-08 16:50:44,2025-02-16 16:50:44,494.61,39.57,0.00,0.00,534.18,Paid,ACH,Net 30,USD,2025,02,GL-REV-984036,ADDR-984036,FALSE
INV-0984037-AE28,ORD-0984037-C4AD,CUST-045818-0388,INV-2026-984037,2025-09-19 21:35:29,2025-10-19 21:35:29,,369.71,29.58,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,09,GL-REV-984037,ADDR-984037,FALSE
INV-0984038-D499,ORD-0984038-2B99,CUST-308618-06F4,INV-2026-984038,2025-01-07 05:10:41,2025-02-06 05:10:41,,620.41,49.63,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,01,GL-REV-984038,ADDR-984038,FALSE
INV-0984039-80EE,ORD-0984039-C36E,CUST-367826-ABC2,INV-2026-984039,2026-02-11 22:18:27,2026-03-13 22:18:27,2026-02-21 22:18:27,1082.41,86.59,0.00,0.00,1169.0,Paid,ACH,Net 30,USD,2026,02,GL-REV-984039,ADDR-984039,FALSE
INV-0984040-38E4,ORD-0984040-ABC9,CUST-441276-833E,INV-2026-984040,2025-10-16 19:40:56,2025-11-15 19:40:56,,550.0,44.0,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,10,GL-REV-984040,ADDR-984040,FALSE
INV-0984041-F7C6,ORD-0984041-4273,CUST-467102-9DB5,INV-2026-984041,2026-01-04 17:06:59,2026-02-03 17:06:59,2026-01-14 17:06:59,1470.39,117.63,0.00,0.00,1588.02,Paid,ACH,Net 30,USD,2026,01,GL-REV-984041,ADDR-984041,FALSE
INV-0984042-C3FC,ORD-0984042-C7F6,CUST-385995-CFDF,INV-2026-984042,2026-04-02 17:42:53,2026-05-02 17:42:53,,673.12,53.85,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2026,04,GL-REV-984042,ADDR-984042,FALSE
INV-0984043-B5E3,ORD-0984043-D76F,CUST-221737-D643,INV-2026-984043,2025-02-05 20:04:57,2025-03-07 20:04:57,2025-02-15 20:04:57,1080.31,86.42,0.00,0.00,1166.73,Paid,ACH,Net 30,USD,2025,02,GL-REV-984043,ADDR-984043,FALSE
INV-0984044-8418,ORD-0984044-11EA,CUST-270489-69DB,INV-2026-984044,2025-05-03 03:42:20,2025-06-02 03:42:20,,913.1,73.05,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2025,05,GL-REV-984044,ADDR-984044,FALSE
INV-0984045-3978,ORD-0984045-7D98,CUST-073837-617D,INV-2026-984045,2024-10-10 20:22:24,2024-11-09 20:22:24,,248.59,19.89,0.00,0.00,0.0,Unpaid,ACH,Net 30,USD,2024,10,GL-REV-984045,ADDR-984045,FALSE
